ID,Name,Age,Marks
2530,Student_2530,20,85
2531,Student_2531,25,98
2532,Student_2532,19,56
2533,Student_2533,20,93
2534,Student_2534,20,89
2535,Student_2535,19,60
2536,Student_2536,20,66
2537,Student_2537,25,75
2538,Student_2538,24,68
2539,Student_2539,23,54
2540,Student_2540,25,85
2541,Student_2541,20,100
2542,Student_2542,18,87
2543,Student_2543,25,95
2544,Student_2544,18,86
2545,Student_2545,24,86
2546,Student_2546,20,76
2547,Student_2547,19,55
2548,Student_2548,25,84
2549,Student_2549,21,98
2550,Student_2550,18,95
2551,Student_2551,20,78
2552,Student_2552,25,55
2553,Student_2553,23,69
2554,Student_2554,23,98
2555,Student_2555,20,80
2556,Student_2556,19,64
2557,Student_2557,21,71
2558,Student_2558,23,95
2559,Student_2559,25,98
2560,Student_2560,19,67
2561,Student_2561,24,54
2562,Student_2562,22,98
2563,Student_2563,23,64
2564,Student_2564,19,72
2565,Student_2565,20,62
2566,Student_2566,23,78
2567,Student_2567,18,57
2568,Student_2568,19,78
2569,Student_2569,18,100
2570,Student_2570,19,68
2571,Student_2571,21,59
2572,Student_2572,21,80
2573,Student_2573,24,84
2574,Student_2574,22,59
2575,Student_2575,19,63
2576,Student_2576,20,99
2577,Student_2577,22,98
2578,Student_2578,21,77
2579,Student_2579,20,74
2580,Student_2580,18,55
2581,Student_2581,22,71
2582,Student_2582,19,67
2583,Student_2583,18,55
2584,Student_2584,18,55
2585,Student_2585,25,84
2586,Student_2586,22,55
2587,Student_2587,24,71
2588,Student_2588,24,94
2589,Student_2589,19,67
2590,Student_2590,18,94
2591,Student_2591,19,71
2592,Student_2592,18,73
2593,Student_2593,19,79
2594,Student_2594,21,77
2595,Student_2595,20,86
2596,Student_2596,21,77
2597,Student_2597,24,51
2598,Student_2598,20,92
2599,Student_2599,25,66
2600,Student_2600,19,76
2601,Student_2601,24,100
2602,Student_2602,20,82
2603,Student_2603,19,86
2604,Student_2604,18,55
2605,Student_2605,19,96
2606,Student_2606,24,99
2607,Student_2607,19,68
2608,Student_2608,20,57
2609,Student_2609,20,80
2610,Student_2610,22,89
2611,Student_2611,24,67
2612,Student_2612,18,60
2613,Student_2613,19,74
2614,Student_2614,22,77
2615,Student_2615,22,70
2616,Student_2616,25,79
2617,Student_2617,23,65
2618,Student_2618,25,94
2619,Student_2619,19,57
2620,Student_2620,20,91
2621,Student_2621,18,95
2622,Student_2622,18,94
2623,Student_2623,21,84
2624,Student_2624,24,67
2625,Student_2625,24,83
2626,Student_2626,24,74
2627,Student_2627,21,53
2628,Student_2628,18,84
2629,Student_2629,20,97
2630,Student_2630,22,72
2631,Student_2631,25,61
2632,Student_2632,18,71
2633,Student_2633,18,67
2634,Student_2634,24,98
2635,Student_2635,20,91
2636,Student_2636,20,82
2637,Student_2637,21,99
2638,Student_2638,19,94
2639,Student_2639,19,61
2640,Student_2640,25,55
2641,Student_2641,18,59
2642,Student_2642,22,51
2643,Student_2643,22,68
2644,Student_2644,20,62
2645,Student_2645,20,51
2646,Student_2646,23,89
2647,Student_2647,23,54
2648,Student_2648,22,52
2649,Student_2649,20,52
2650,Student_2650,24,73
2651,Student_2651,21,64
2652,Student_2652,23,55
2653,Student_2653,19,70
2654,Student_2654,20,76
2655,Student_2655,23,68
2656,Student_2656,18,55
2657,Student_2657,23,57
2658,Student_2658,25,94
2659,Student_2659,18,89
2660,Student_2660,22,95
2661,Student_2661,20,76
2662,Student_2662,22,76
2663,Student_2663,19,97
2664,Student_2664,18,86
2665,Student_2665,18,81
2666,Student_2666,24,53
2667,Student_2667,19,60
2668,Student_2668,20,79
2669,Student_2669,20,83
2670,Student_2670,19,51
2671,Student_2671,24,64
2672,Student_2672,23,91
2673,Student_2673,22,55
2674,Student_2674,21,73
2675,Student_2675,21,98
2676,Student_2676,20,81
2677,Student_2677,21,50
2678,Student_2678,23,100
2679,Student_2679,19,69
2680,Student_2680,23,83
2681,Student_2681,19,100
2682,Student_2682,19,55
2683,Student_2683,22,89
2684,Student_2684,22,92
2685,Student_2685,25,91
2686,Student_2686,18,100
2687,Student_2687,18,83
2688,Student_2688,20,51
2689,Student_2689,22,92
2690,Student_2690,24,95
2691,Student_2691,22,79
2692,Student_2692,22,84
2693,Student_2693,18,74
2694,Student_2694,19,89
2695,Student_2695,18,68
2696,Student_2696,20,55
2697,Student_2697,24,70
2698,Student_2698,21,77
2699,Student_2699,25,74
2700,Student_2700,24,86
2701,Student_2701,23,92
2702,Student_2702,19,51
2703,Student_2703,18,98
2704,Student_2704,19,84
2705,Student_2705,20,69
2706,Student_2706,20,89
2707,Student_2707,22,69
2708,Student_2708,19,94
2709,Student_2709,24,75
2710,Student_2710,20,89
2711,Student_2711,20,95
2712,Student_2712,19,68
2713,Student_2713,24,68
2714,Student_2714,25,89
2715,Student_2715,20,89
2716,Student_2716,25,61
2717,Student_2717,22,65
2718,Student_2718,20,99
2719,Student_2719,19,74
2720,Student_2720,22,65
2721,Student_2721,21,97
2722,Student_2722,18,83
2723,Student_2723,19,64
2724,Student_2724,19,96
2725,Student_2725,19,66
2726,Student_2726,22,62
2727,Student_2727,21,65
2728,Student_2728,22,68
2729,Student_2729,20,87
2730,Student_2730,20,58
2731,Student_2731,23,95
2732,Student_2732,23,62
2733,Student_2733,25,56
2734,Student_2734,20,80
2735,Student_2735,24,69
2736,Student_2736,20,60
2737,Student_2737,22,59
2738,Student_2738,25,86
2739,Student_2739,22,68
2740,Student_2740,21,67
2741,Student_2741,20,66
2742,Student_2742,18,59
2743,Student_2743,21,67
2744,Student_2744,24,76
2745,Student_2745,22,86
2746,Student_2746,19,59
2747,Student_2747,21,51
2748,Student_2748,19,55
2749,Student_2749,21,89
2750,Student_2750,20,73
2751,Student_2751,19,95
2752,Student_2752,25,83
2753,Student_2753,25,57
2754,Student_2754,22,93
2755,Student_2755,22,76
2756,Student_2756,22,55
2757,Student_2757,21,63
2758,Student_2758,18,85
2759,Student_2759,18,85
2760,Student_2760,18,61
2761,Student_2761,24,92
2762,Student_2762,20,67
2763,Student_2763,24,52
2764,Student_2764,20,92
2765,Student_2765,21,95
2766,Student_2766,25,93
2767,Student_2767,22,98
2768,Student_2768,22,73
2769,Student_2769,19,53
2770,Student_2770,21,88
2771,Student_2771,24,68
2772,Student_2772,25,56
2773,Student_2773,25,84
2774,Student_2774,20,59
2775,Student_2775,22,88
2776,Student_2776,18,58
2777,Student_2777,25,57
2778,Student_2778,23,67
2779,Student_2779,23,53
2780,Student_2780,24,100
2781,Student_2781,24,52
2782,Student_2782,25,98
2783,Student_2783,21,72
2784,Student_2784,21,63
2785,Student_2785,22,78
2786,Student_2786,20,66
2787,Student_2787,25,72
2788,Student_2788,24,90
2789,Student_2789,18,87
2790,Student_2790,22,62
2791,Student_2791,18,76
2792,Student_2792,19,80
2793,Student_2793,24,91
2794,Student_2794,18,86
2795,Student_2795,23,55
2796,Student_2796,25,60
2797,Student_2797,23,81
2798,Student_2798,25,78
2799,Student_2799,20,69
2800,Student_2800,24,61
2801,Student_2801,21,61
2802,Student_2802,24,81
2803,Student_2803,19,82
2804,Student_2804,25,58
2805,Student_2805,24,60
2806,Student_2806,21,86
2807,Student_2807,22,59
2808,Student_2808,22,61
2809,Student_2809,22,92
2810,Student_2810,23,74
2811,Student_2811,25,71
2812,Student_2812,20,54
2813,Student_2813,21,79
2814,Student_2814,18,61
2815,Student_2815,18,67
2816,Student_2816,22,91
2817,Student_2817,18,56
2818,Student_2818,21,82
2819,Student_2819,23,100
2820,Student_2820,19,67
2821,Student_2821,18,57
2822,Student_2822,20,100
2823,Student_2823,25,79
2824,Student_2824,19,89
2825,Student_2825,24,71
2826,Student_2826,22,67
2827,Student_2827,22,93
2828,Student_2828,25,75
2829,Student_2829,25,56
2830,Student_2830,20,55
2831,Student_2831,19,86
2832,Student_2832,22,52
2833,Student_2833,22,72
2834,Student_2834,20,58
2835,Student_2835,22,72
2836,Student_2836,19,72
2837,Student_2837,22,95
2838,Student_2838,23,50
2839,Student_2839,24,69
2840,Student_2840,25,54
2841,Student_2841,24,53
2842,Student_2842,20,53
2843,Student_2843,22,54
2844,Student_2844,20,98
2845,Student_2845,18,51
2846,Student_2846,24,99
2847,Student_2847,19,88
2848,Student_2848,18,83
2849,Student_2849,23,89
2850,Student_2850,18,89
2851,Student_2851,20,99
2852,Student_2852,25,65
2853,Student_2853,20,58
2854,Student_2854,25,96
2855,Student_2855,22,57
2856,Student_2856,25,100
2857,Student_2857,18,84
2858,Student_2858,18,85
2859,Student_2859,19,96
2860,Student_2860,20,67
2861,Student_2861,24,64
2862,Student_2862,22,66
2863,Student_2863,25,72
2864,Student_2864,19,81
2865,Student_2865,22,56
2866,Student_2866,24,80
2867,Student_2867,24,83
2868,Student_2868,25,69
2869,Student_2869,22,80
2870,Student_2870,21,52
2871,Student_2871,24,82
2872,Student_2872,25,60
2873,Student_2873,20,77
2874,Student_2874,19,65
2875,Student_2875,24,94
2876,Student_2876,22,52
2877,Student_2877,24,95
2878,Student_2878,18,75
2879,Student_2879,19,60
2880,Student_2880,24,77
2881,Student_2881,24,93
2882,Student_2882,23,77
2883,Student_2883,23,89
2884,Student_2884,19,80
2885,Student_2885,22,99
2886,Student_2886,23,59
2887,Student_2887,23,100
2888,Student_2888,22,80
2889,Student_2889,18,57
2890,Student_2890,25,98
2891,Student_2891,25,85
2892,Student_2892,23,66
2893,Student_2893,18,89
2894,Student_2894,23,58
2895,Student_2895,23,82
2896,Student_2896,20,56
2897,Student_2897,20,59
2898,Student_2898,23,57
2899,Student_2899,24,83
2900,Student_2900,20,99
2901,Student_2901,20,66
2902,Student_2902,20,97
2903,Student_2903,19,55
2904,Student_2904,18,59
2905,Student_2905,23,75
2906,Student_2906,21,64
2907,Student_2907,22,89
2908,Student_2908,20,82
2909,Student_2909,18,72
2910,Student_2910,20,69
2911,Student_2911,25,59
2912,Student_2912,20,82
2913,Student_2913,24,91
2914,Student_2914,24,64
2915,Student_2915,21,93
2916,Student_2916,23,64
2917,Student_2917,19,90
2918,Student_2918,23,53
2919,Student_2919,25,71
2920,Student_2920,20,76
2921,Student_2921,18,99
2922,Student_2922,23,100
2923,Student_2923,20,77
2924,Student_2924,21,61
2925,Student_2925,23,94
2926,Student_2926,25,55
2927,Student_2927,19,55
2928,Student_2928,25,74
2929,Student_2929,20,77
2930,Student_2930,21,79
2931,Student_2931,25,98
2932,Student_2932,20,97
2933,Student_2933,20,67
2934,Student_2934,22,79
2935,Student_2935,22,58
2936,Student_2936,24,77
2937,Student_2937,23,85
2938,Student_2938,25,56
2939,Student_2939,18,80
2940,Student_2940,18,66
2941,Student_2941,20,77
2942,Student_2942,22,86
2943,Student_2943,22,58
2944,Student_2944,23,99
2945,Student_2945,19,95
2946,Student_2946,20,81
2947,Student_2947,24,73
2948,Student_2948,22,64
2949,Student_2949,18,83
2950,Student_2950,24,57
2951,Student_2951,20,51
2952,Student_2952,24,84
2953,Student_2953,18,61
2954,Student_2954,18,53
2955,Student_2955,19,97
2956,Student_2956,18,60
2957,Student_2957,23,75
2958,Student_2958,24,78
2959,Student_2959,18,80
2960,Student_2960,23,86
2961,Student_2961,25,78
2962,Student_2962,20,75
2963,Student_2963,23,100
2964,Student_2964,19,63
2965,Student_2965,25,50
2966,Student_2966,20,85
2967,Student_2967,20,85
2968,Student_2968,24,97
2969,Student_2969,19,60
2970,Student_2970,24,75
2971,Student_2971,19,100
2972,Student_2972,24,50
2973,Student_2973,22,66
2974,Student_2974,22,57
2975,Student_2975,19,88
2976,Student_2976,22,95
2977,Student_2977,23,76
2978,Student_2978,21,88
2979,Student_2979,25,74
2980,Student_2980,18,50
2981,Student_2981,24,83
2982,Student_2982,19,90
2983,Student_2983,19,72
2984,Student_2984,23,61
2985,Student_2985,19,51
2986,Student_2986,24,60
2987,Student_2987,21,52
2988,Student_2988,19,78
2989,Student_2989,18,81
2990,Student_2990,23,100
2991,Student_2991,21,84
2992,Student_2992,24,66
2993,Student_2993,19,70
2994,Student_2994,22,91
2995,Student_2995,20,62
2996,Student_2996,21,84
2997,Student_2997,23,67
2998,Student_2998,18,61
2999,Student_2999,22,58
3000,Student_3000,21,99
3001,Student_3001,20,90
3002,Student_3002,23,62
3003,Student_3003,25,77
3004,Student_3004,19,77
3005,Student_3005,23,88
3006,Student_3006,19,80
3007,Student_3007,25,56
3008,Student_3008,19,71
3009,Student_3009,24,85
3010,Student_3010,25,55
3011,Student_3011,25,88
3012,Student_3012,22,58
3013,Student_3013,19,82
3014,Student_3014,22,57
3015,Student_3015,19,71
3016,Student_3016,18,55
3017,Student_3017,20,100
3018,Student_3018,20,70
3019,Student_3019,24,89
3020,Student_3020,23,59
3021,Student_3021,19,93
3022,Student_3022,21,78
3023,Student_3023,25,97
3024,Student_3024,25,52
3025,Student_3025,23,81
3026,Student_3026,24,62
3027,Student_3027,21,74
3028,Student_3028,25,60
3029,Student_3029,20,54
3030,Student_3030,22,59
3031,Student_3031,21,85
3032,Student_3032,21,67
3033,Student_3033,25,56
3034,Student_3034,23,59
3035,Student_3035,21,95
3036,Student_3036,23,93
3037,Student_3037,21,51
3038,Student_3038,19,96
3039,Student_3039,19,86
3040,Student_3040,23,54
3041,Student_3041,25,80
3042,Student_3042,22,83
3043,Student_3043,21,81
3044,Student_3044,24,78
3045,Student_3045,21,59
3046,Student_3046,19,63
3047,Student_3047,23,77
3048,Student_3048,23,95
3049,Student_3049,19,54
3050,Student_3050,21,65
3051,Student_3051,23,61
3052,Student_3052,21,79
3053,Student_3053,21,96
3054,Student_3054,23,89
3055,Student_3055,18,56
3056,Student_3056,21,88
3057,Student_3057,22,74
3058,Student_3058,18,64
3059,Student_3059,24,81
3060,Student_3060,20,60
3061,Student_3061,21,75
3062,Student_3062,23,87
3063,Student_3063,20,51
3064,Student_3064,18,82
3065,Student_3065,22,51
3066,Student_3066,23,78
3067,Student_3067,25,61
3068,Student_3068,22,61
3069,Student_3069,23,84
3070,Student_3070,19,72
3071,Student_3071,18,81
3072,Student_3072,24,89
3073,Student_3073,18,79
3074,Student_3074,21,87
3075,Student_3075,25,84
3076,Student_3076,23,51
3077,Student_3077,24,50
3078,Student_3078,21,63
3079,Student_3079,20,81
3080,Student_3080,20,58
3081,Student_3081,19,69
3082,Student_3082,19,56
3083,Student_3083,25,72
3084,Student_3084,22,64
3085,Student_3085,22,90
3086,Student_3086,21,72
3087,Student_3087,19,88
3088,Student_3088,18,95
3089,Student_3089,21,79
3090,Student_3090,18,99
3091,Student_3091,24,60
3092,Student_3092,19,94
3093,Student_3093,23,57
3094,Student_3094,20,93
3095,Student_3095,19,69
3096,Student_3096,23,80
3097,Student_3097,20,61
3098,Student_3098,25,93
3099,Student_3099,22,55
3100,Student_3100,20,88
3101,Student_3101,21,88
3102,Student_3102,21,58
3103,Student_3103,21,61
3104,Student_3104,21,89
3105,Student_3105,24,64
3106,Student_3106,21,99
3107,Student_3107,23,98
3108,Student_3108,21,82
3109,Student_3109,24,89
3110,Student_3110,19,78
3111,Student_3111,20,61
3112,Student_3112,23,91
3113,Student_3113,21,97
3114,Student_3114,24,60
3115,Student_3115,23,65
3116,Student_3116,20,75
3117,Student_3117,24,81
3118,Student_3118,21,73
3119,Student_3119,24,83
3120,Student_3120,22,88
3121,Student_3121,22,88
3122,Student_3122,24,95
3123,Student_3123,19,69
3124,Student_3124,21,70
3125,Student_3125,25,54
3126,Student_3126,24,70
3127,Student_3127,22,61
3128,Student_3128,18,79
3129,Student_3129,21,69
3130,Student_3130,20,76
3131,Student_3131,18,54
3132,Student_3132,22,80
3133,Student_3133,19,79
3134,Student_3134,25,98
3135,Student_3135,21,55
3136,Student_3136,19,67
3137,Student_3137,20,50
3138,Student_3138,23,70
3139,Student_3139,23,91
3140,Student_3140,19,67
3141,Student_3141,23,60
3142,Student_3142,25,90
3143,Student_3143,21,65
3144,Student_3144,21,76
3145,Student_3145,23,83
3146,Student_3146,22,76
3147,Student_3147,20,86
3148,Student_3148,24,66
3149,Student_3149,20,74
3150,Student_3150,22,59
3151,Student_3151,18,94
3152,Student_3152,19,77
3153,Student_3153,25,95
3154,Student_3154,24,50
3155,Student_3155,24,61
3156,Student_3156,24,79
3157,Student_3157,21,92
3158,Student_3158,25,97
3159,Student_3159,19,92
3160,Student_3160,21,56
3161,Student_3161,19,90
3162,Student_3162,18,95
3163,Student_3163,22,87
3164,Student_3164,24,78
3165,Student_3165,21,82
3166,Student_3166,18,80
3167,Student_3167,22,80
3168,Student_3168,18,50
3169,Student_3169,20,63
3170,Student_3170,20,91
3171,Student_3171,25,63
3172,Student_3172,21,52
3173,Student_3173,20,75
3174,Student_3174,23,69
3175,Student_3175,23,77
3176,Student_3176,19,84
3177,Student_3177,21,68
3178,Student_3178,20,77
3179,Student_3179,22,77
3180,Student_3180,22,98
3181,Student_3181,25,85
3182,Student_3182,23,74
3183,Student_3183,18,96
3184,Student_3184,22,99
3185,Student_3185,21,84
3186,Student_3186,24,73
3187,Student_3187,18,96
3188,Student_3188,24,67
3189,Student_3189,18,53
3190,Student_3190,25,100
3191,Student_3191,19,64
3192,Student_3192,18,98
3193,Student_3193,19,68
3194,Student_3194,18,100
3195,Student_3195,23,89
3196,Student_3196,22,84
3197,Student_3197,22,81
3198,Student_3198,24,89
3199,Student_3199,25,93
3200,Student_3200,19,79
3201,Student_3201,22,64
3202,Student_3202,20,76
3203,Student_3203,25,94
3204,Student_3204,22,50
3205,Student_3205,21,54
3206,Student_3206,19,73
3207,Student_3207,20,100
3208,Student_3208,22,91
3209,Student_3209,19,96
3210,Student_3210,18,96
3211,Student_3211,21,74
3212,Student_3212,18,69
3213,Student_3213,25,95
3214,Student_3214,23,100
3215,Student_3215,22,84
3216,Student_3216,19,57
3217,Student_3217,22,52
3218,Student_3218,23,71
3219,Student_3219,20,60
3220,Student_3220,21,64
3221,Student_3221,19,100
3222,Student_3222,25,86
3223,Student_3223,20,66
3224,Student_3224,21,88
3225,Student_3225,19,65
3226,Student_3226,19,55
3227,Student_3227,25,70
3228,Student_3228,20,97
3229,Student_3229,19,79
3230,Student_3230,25,89
3231,Student_3231,19,56
3232,Student_3232,23,69
3233,Student_3233,18,53
3234,Student_3234,18,64
3235,Student_3235,19,100
3236,Student_3236,24,95
3237,Student_3237,25,67
3238,Student_3238,20,85
3239,Student_3239,21,80
3240,Student_3240,18,65
3241,Student_3241,23,57
3242,Student_3242,18,67
3243,Student_3243,22,94
3244,Student_3244,23,64
3245,Student_3245,22,95
3246,Student_3246,23,66
3247,Student_3247,22,67
3248,Student_3248,18,61
3249,Student_3249,25,65
3250,Student_3250,23,93
3251,Student_3251,23,87
3252,Student_3252,19,99
3253,Student_3253,19,58
3254,Student_3254,24,88
3255,Student_3255,24,75
3256,Student_3256,23,93
3257,Student_3257,22,99
3258,Student_3258,24,60
3259,Student_3259,22,99
3260,Student_3260,25,85
3261,Student_3261,22,53
3262,Student_3262,21,85
3263,Student_3263,24,75
3264,Student_3264,19,50
3265,Student_3265,23,68
3266,Student_3266,20,68
3267,Student_3267,23,91
3268,Student_3268,20,64
3269,Student_3269,19,59
3270,Student_3270,23,97
3271,Student_3271,25,72
3272,Student_3272,20,84
3273,Student_3273,25,96
3274,Student_3274,22,78
3275,Student_3275,21,64
3276,Student_3276,22,93
3277,Student_3277,22,79
3278,Student_3278,19,90
3279,Student_3279,18,65
3280,Student_3280,20,60
3281,Student_3281,20,92
3282,Student_3282,20,87
3283,Student_3283,21,99
3284,Student_3284,18,61
3285,Student_3285,20,91
3286,Student_3286,21,87
3287,Student_3287,20,70
3288,Student_3288,18,75
3289,Student_3289,18,53
3290,Student_3290,18,90
3291,Student_3291,21,86
3292,Student_3292,18,65
3293,Student_3293,19,64
3294,Student_3294,23,84
3295,Student_3295,23,84
3296,Student_3296,21,58
3297,Student_3297,19,69
3298,Student_3298,23,56
3299,Student_3299,24,55
3300,Student_3300,18,77
3301,Student_3301,24,54
3302,Student_3302,25,85
3303,Student_3303,18,97
3304,Student_3304,24,64
3305,Student_3305,21,65
3306,Student_3306,23,72
3307,Student_3307,24,52
3308,Student_3308,22,66
3309,Student_3309,19,89
3310,Student_3310,21,70
3311,Student_3311,18,67
3312,Student_3312,24,51
3313,Student_3313,25,55
3314,Student_3314,24,79
3315,Student_3315,22,95
3316,Student_3316,21,92
3317,Student_3317,19,75
3318,Student_3318,20,81
3319,Student_3319,23,51
3320,Student_3320,19,96
3321,Student_3321,21,66
3322,Student_3322,22,81
3323,Student_3323,20,88
3324,Student_3324,19,58
3325,Student_3325,18,59
3326,Student_3326,25,56
3327,Student_3327,21,61
3328,Student_3328,22,59
3329,Student_3329,20,64
3330,Student_3330,20,62
3331,Student_3331,25,67
3332,Student_3332,23,56
3333,Student_3333,20,50
3334,Student_3334,19,79
3335,Student_3335,25,91
3336,Student_3336,24,56
3337,Student_3337,19,84
3338,Student_3338,21,65
3339,Student_3339,24,92
3340,Student_3340,19,61
3341,Student_3341,22,51
3342,Student_3342,19,59
3343,Student_3343,24,75
3344,Student_3344,19,94
3345,Student_3345,24,52
3346,Student_3346,23,97
3347,Student_3347,20,51
3348,Student_3348,19,52
3349,Student_3349,23,74
3350,Student_3350,21,60
3351,Student_3351,20,80
3352,Student_3352,19,56
3353,Student_3353,25,78
3354,Student_3354,18,64
3355,Student_3355,19,54
3356,Student_3356,20,53
3357,Student_3357,18,95
3358,Student_3358,20,58
3359,Student_3359,19,67
3360,Student_3360,22,54
3361,Student_3361,23,53
3362,Student_3362,22,72
3363,Student_3363,21,50
3364,Student_3364,18,70
3365,Student_3365,20,73
3366,Student_3366,24,66
3367,Student_3367,23,72
3368,Student_3368,24,95
3369,Student_3369,25,88
3370,Student_3370,21,62
3371,Student_3371,23,92
3372,Student_3372,18,97
3373,Student_3373,20,95
3374,Student_3374,20,82
3375,Student_3375,18,82
3376,Student_3376,19,77
3377,Student_3377,18,94
3378,Student_3378,21,99
3379,Student_3379,23,69
3380,Student_3380,20,80
3381,Student_3381,25,90
3382,Student_3382,21,75
3383,Student_3383,25,100
3384,Student_3384,19,76
3385,Student_3385,23,60
3386,Student_3386,21,53
3387,Student_3387,22,99
3388,Student_3388,18,96
3389,Student_3389,19,72
3390,Student_3390,18,89
3391,Student_3391,21,65
3392,Student_3392,20,58
3393,Student_3393,22,78
3394,Student_3394,25,92
3395,Student_3395,25,96
3396,Student_3396,23,93
3397,Student_3397,23,83
3398,Student_3398,25,54
3399,Student_3399,22,79
3400,Student_3400,22,62
3401,Student_3401,19,75
3402,Student_3402,22,69
3403,Student_3403,20,53
3404,Student_3404,18,89
3405,Student_3405,24,84
3406,Student_3406,18,87
3407,Student_3407,21,90
3408,Student_3408,24,94
3409,Student_3409,20,85
3410,Student_3410,21,72
3411,Student_3411,24,68
3412,Student_3412,24,90
3413,Student_3413,25,87
3414,Student_3414,20,91
3415,Student_3415,24,68
3416,Student_3416,18,50
3417,Student_3417,25,67
3418,Student_3418,22,100
3419,Student_3419,20,96
3420,Student_3420,24,58
3421,Student_3421,20,85
3422,Student_3422,22,87
3423,Student_3423,23,83
3424,Student_3424,25,100
3425,Student_3425,20,80
3426,Student_3426,25,71
3427,Student_3427,24,77
3428,Student_3428,25,71
3429,Student_3429,22,84
3430,Student_3430,21,52
3431,Student_3431,22,63
3432,Student_3432,19,61
3433,Student_3433,19,75
3434,Student_3434,25,78
3435,Student_3435,25,61
3436,Student_3436,18,60
3437,Student_3437,19,53
3438,Student_3438,25,77
3439,Student_3439,18,81
3440,Student_3440,22,52
3441,Student_3441,24,93
3442,Student_3442,18,80
3443,Student_3443,21,91
3444,Student_3444,20,81
3445,Student_3445,23,68
3446,Student_3446,25,84
3447,Student_3447,24,79
3448,Student_3448,18,61
3449,Student_3449,21,62
3450,Student_3450,20,50
3451,Student_3451,19,81
3452,Student_3452,23,64
3453,Student_3453,20,67
3454,Student_3454,20,89
3455,Student_3455,22,64
3456,Student_3456,24,59
3457,Student_3457,21,74
3458,Student_3458,23,99
3459,Student_3459,25,94
3460,Student_3460,21,80
3461,Student_3461,19,66
3462,Student_3462,18,75
3463,Student_3463,19,85
3464,Student_3464,22,81
3465,Student_3465,21,71
3466,Student_3466,23,73
3467,Student_3467,25,69
3468,Student_3468,24,69
3469,Student_3469,24,70
3470,Student_3470,24,50
3471,Student_3471,21,68
3472,Student_3472,19,92
3473,Student_3473,25,78
3474,Student_3474,19,64
3475,Student_3475,25,77
3476,Student_3476,18,51
3477,Student_3477,22,56
3478,Student_3478,23,52
3479,Student_3479,25,98
3480,Student_3480,25,63
3481,Student_3481,22,86
3482,Student_3482,23,71
3483,Student_3483,24,54
3484,Student_3484,23,75
3485,Student_3485,21,71
3486,Student_3486,20,87
3487,Student_3487,18,78
3488,Student_3488,19,90
3489,Student_3489,25,53
3490,Student_3490,20,92
3491,Student_3491,24,64
3492,Student_3492,21,94
3493,Student_3493,20,78
3494,Student_3494,19,68
3495,Student_3495,25,61
3496,Student_3496,22,76
3497,Student_3497,24,50
3498,Student_3498,20,68
3499,Student_3499,24,70
3500,Student_3500,19,98
3501,Student_3501,24,100
3502,Student_3502,22,60
3503,Student_3503,22,63
3504,Student_3504,19,68
3505,Student_3505,22,60
3506,Student_3506,18,91
3507,Student_3507,24,64
3508,Student_3508,20,93
3509,Student_3509,19,54
3510,Student_3510,19,55
3511,Student_3511,24,67
3512,Student_3512,25,61
3513,Student_3513,22,69
3514,Student_3514,21,52
3515,Student_3515,18,75
3516,Student_3516,21,57
3517,Student_3517,25,71
3518,Student_3518,19,58
3519,Student_3519,24,69
3520,Student_3520,21,64
3521,Student_3521,19,71
3522,Student_3522,18,80
3523,Student_3523,22,64
3524,Student_3524,23,52
3525,Student_3525,19,92
3526,Student_3526,24,57
3527,Student_3527,19,90
3528,Student_3528,19,55
3529,Student_3529,23,62
3530,Student_3530,25,67
3531,Student_3531,23,85
3532,Student_3532,20,81
3533,Student_3533,21,68
3534,Student_3534,24,71
3535,Student_3535,19,61
3536,Student_3536,20,80
3537,Student_3537,18,71
3538,Student_3538,25,65
3539,Student_3539,22,68
3540,Student_3540,25,85
3541,Student_3541,18,60
3542,Student_3542,25,86
3543,Student_3543,19,69
3544,Student_3544,20,92
3545,Student_3545,18,92
3546,Student_3546,23,99
3547,Student_3547,20,69
3548,Student_3548,20,80
3549,Student_3549,25,77
3550,Student_3550,24,62
3551,Student_3551,21,98
3552,Student_3552,22,62
3553,Student_3553,20,94
3554,Student_3554,18,76
3555,Student_3555,21,88
3556,Student_3556,24,92
3557,Student_3557,20,74
3558,Student_3558,24,91
3559,Student_3559,23,56
3560,Student_3560,19,74
3561,Student_3561,21,78
3562,Student_3562,24,58
3563,Student_3563,21,51
3564,Student_3564,24,86
3565,Student_3565,22,74
3566,Student_3566,18,74
3567,Student_3567,20,66
3568,Student_3568,18,75
3569,Student_3569,22,78
3570,Student_3570,20,98
3571,Student_3571,24,93
3572,Student_3572,25,66
3573,Student_3573,18,52
3574,Student_3574,18,78
3575,Student_3575,18,97
3576,Student_3576,20,81
3577,Student_3577,19,79
3578,Student_3578,25,72
3579,Student_3579,20,61
3580,Student_3580,20,97
3581,Student_3581,24,59
3582,Student_3582,20,74
3583,Student_3583,19,74
3584,Student_3584,19,60
3585,Student_3585,22,100
3586,Student_3586,21,66
3587,Student_3587,19,52
3588,Student_3588,25,94
3589,Student_3589,23,81
3590,Student_3590,20,53
3591,Student_3591,23,93
3592,Student_3592,19,90
3593,Student_3593,20,80
3594,Student_3594,24,59
3595,Student_3595,24,92
3596,Student_3596,19,99
3597,Student_3597,19,56
3598,Student_3598,18,75
3599,Student_3599,21,58
3600,Student_3600,25,59
3601,Student_3601,19,90
3602,Student_3602,22,92
3603,Student_3603,18,74
3604,Student_3604,19,75
